Summary Orientations,,,,,,,,Core Orientations,,,,,,,,,,,,,,,,,,,,,,,,Block Orientations,,,,,,,,,,,,,,,,,,,,,,,
site,specimen,old_mag_core_strike,old_core_dip,new_mag_core_strike,new_core_dip,strike_correction,dip_correction,specimen,sample_name,comment,strat_level,magnetic_core_strike,core_dip,bedding_strike,bedding_dip,correct_bedding_using_local_dec,shadow_angle,GMT_offset,year,month,days,hours,minutes,mass,runs,sun_core_strike,calculated_IGRF,IGRF_local_dec,calculated_mag_dec,core_strike,corrected_bedding_strike,specimen,sample_name,comment,strat_level,magnetic_block_strike,block_dip,bedding_strike,bedding_dip,correct_bedding_using_local_dec,block_shadow_angle,GMT_offset,year,month,days,hours,minutes,mass,runs,sun_block_strike,calculated_IGRF,IGRF_local_dec,calculated_mag_dec_block,block_strike,corrected_bedding_strike
PKSH,PKSH-1F,335.5,23,337.8,23,2.3,0,PKSH-1F,1,sun compass orientation,770,335.5,23,0,0,no,44,7,2024,3,14,9,45,1,nan,337.8,[np.float64(358.6722260281377); np.float64(19.586689420742957); np.float64(43115.7852919878)],-1.327773972,2.3,337.8,nan,PKSH-1F,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-1G,335.5,23,337.8,23,2.3,0,PKSH-1G,1,sun compass orientation,770,335.5,23,0,0,no,44,7,2024,3,14,9,45,1,nan,337.8,[np.float64(358.6722260281377); np.float64(19.586689420742957); np.float64(43115.7852919878)],-1.327773972,2.3,337.8,nan,PKSH-1G,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-1H,335.5,23,337.8,23,2.3,0,PKSH-1H,1,sun compass orientation,770,335.5,23,0,0,no,44,7,2024,3,14,9,45,1,nan,337.8,[np.float64(358.6722260281377); np.float64(19.586689420742957); np.float64(43115.7852919878)],-1.327773972,2.3,337.8,nan,PKSH-1H,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-1I,335.5,23,337.8,23,2.3,0,PKSH-1I,1,sun compass orientation,770,335.5,23,0,0,no,44,7,2024,3,14,9,45,1,nan,337.8,[np.float64(358.6722260281377); np.float64(19.586689420742957); np.float64(43115.7852919878)],-1.327773972,2.3,337.8,nan,PKSH-1I,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-1J,335.5,23,337.8,23,2.3,0,PKSH-1J,1,sun compass orientation,770,335.5,23,0,0,no,44,7,2024,3,14,9,45,1,nan,337.8,[np.float64(358.6722260281377); np.float64(19.586689420742957); np.float64(43115.7852919878)],-1.327773972,2.3,337.8,nan,PKSH-1J,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-1K,335.5,23,337.8,23,2.3,0,PKSH-1K,1,sun compass orientation,770,335.5,23,0,0,no,44,7,2024,3,14,9,45,1,nan,337.8,[np.float64(358.6722260281377); np.float64(19.586689420742957); np.float64(43115.7852919878)],-1.327773972,2.3,337.8,nan,PKSH-1K,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-1L,335.5,23,337.8,23,2.3,0,PKSH-1L,1,sun compass orientation,770,335.5,23,0,0,no,44,7,2024,3,14,9,45,1,nan,337.8,[np.float64(358.6722260281377); np.float64(19.586689420742957); np.float64(43115.7852919878)],-1.327773972,2.3,337.8,nan,PKSH-1L,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-2A,25.5,5,27.3,5,1.8,0,PKSH-2A,2,sun compass orientation,770,25.5,5,0,0,no,92,7,2024,3,14,9,53,1,nan,27.3,[np.float64(358.6722251380947); np.float64(19.586691226342513); np.float64(43115.78606153214)],-1.327774862,1.8,27.3,nan,PKSH-2A,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-2B,25.5,5,27.3,5,1.8,0,PKSH-2B,2,sun compass orientation,770,25.5,5,0,0,no,92,7,2024,3,14,9,53,1,nan,27.3,[np.float64(358.6722251380947); np.float64(19.586691226342513); np.float64(43115.78606153214)],-1.327774862,1.8,27.3,nan,PKSH-2B,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-2C,25.5,5,27.3,5,1.8,0,PKSH-2C,2,sun compass orientation,770,25.5,5,0,0,no,92,7,2024,3,14,9,53,1,nan,27.3,[np.float64(358.6722251380947); np.float64(19.586691226342513); np.float64(43115.78606153214)],-1.327774862,1.8,27.3,nan,PKSH-2C,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-2D,25.5,5,27.3,5,1.8,0,PKSH-2D,2,sun compass orientation,770,25.5,5,0,0,no,92,7,2024,3,14,9,53,1,nan,27.3,[np.float64(358.6722251380947); np.float64(19.586691226342513); np.float64(43115.78606153214)],-1.327774862,1.8,27.3,nan,PKSH-2D,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-2E,25.5,5,27.3,5,1.8,0,PKSH-2E,2,sun compass orientation,770,25.5,5,0,0,no,92,7,2024,3,14,9,53,1,nan,27.3,[np.float64(358.6722251380947); np.float64(19.586691226342513); np.float64(43115.78606153214)],-1.327774862,1.8,27.3,nan,PKSH-2E,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-2F,25.5,5,27.3,5,1.8,0,PKSH-2F,2,sun compass orientation,770,25.5,5,0,0,no,92,7,2024,3,14,9,53,1,nan,27.3,[np.float64(358.6722251380947); np.float64(19.586691226342513); np.float64(43115.78606153214)],-1.327774862,1.8,27.3,nan,PKSH-2F,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-2G,25.5,5,27.3,5,1.8,0,PKSH-2G,2,sun compass orientation,770,25.5,5,0,0,no,92,7,2024,3,14,9,53,1,nan,27.3,[np.float64(358.6722251380947); np.float64(19.586691226342513); np.float64(43115.78606153214)],-1.327774862,1.8,27.3,nan,PKSH-2G,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-2H,25.5,5,27.3,5,1.8,0,PKSH-2H,2,sun compass orientation,770,25.5,5,0,0,no,92,7,2024,3,14,9,53,1,nan,27.3,[np.float64(358.6722251380947); np.float64(19.586691226342513); np.float64(43115.78606153214)],-1.327774862,1.8,27.3,nan,PKSH-2H,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-2I,25.5,5,27.3,5,1.8,0,PKSH-2I,2,sun compass orientation,770,25.5,5,0,0,no,92,7,2024,3,14,9,53,1,nan,27.3,[np.float64(358.6722251380947); np.float64(19.586691226342513); np.float64(43115.78606153214)],-1.327774862,1.8,27.3,nan,PKSH-2I,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-2J,25.5,5,27.3,5,1.8,0,PKSH-2J,2,sun compass orientation,770,25.5,5,0,0,no,92,7,2024,3,14,9,53,1,nan,27.3,[np.float64(358.6722251380947); np.float64(19.586691226342513); np.float64(43115.78606153214)],-1.327774862,1.8,27.3,nan,PKSH-2J,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-3A,245,24.5,244.8,24.5,-0.2,0,PKSH-3A,3,sun compass orientation,770,245,24.5,0,0,no,302,7,2024,3,14,10,24,1,nan,244.8,[np.float64(358.6722216891781); np.float64(19.586698223040084); np.float64(43115.78904351702)],-1.327778311,-0.2,244.8,nan,PKSH-3A,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-3B,245,24.5,244.8,24.5,-0.2,0,PKSH-3B,3,sun compass orientation,770,245,24.5,0,0,no,302,7,2024,3,14,10,24,1,nan,244.8,[np.float64(358.6722216891781); np.float64(19.586698223040084); np.float64(43115.78904351702)],-1.327778311,-0.2,244.8,nan,PKSH-3B,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-3C,245,24.5,244.8,24.5,-0.2,0,PKSH-3C,3,sun compass orientation,770,245,24.5,0,0,no,302,7,2024,3,14,10,24,1,nan,244.8,[np.float64(358.6722216891781); np.float64(19.586698223040084); np.float64(43115.78904351702)],-1.327778311,-0.2,244.8,nan,PKSH-3C,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-3D,245,24.5,244.8,24.5,-0.2,0,PKSH-3D,3,sun compass orientation,770,245,24.5,0,0,no,302,7,2024,3,14,10,24,1,nan,244.8,[np.float64(358.6722216891781); np.float64(19.586698223040084); np.float64(43115.78904351702)],-1.327778311,-0.2,244.8,nan,PKSH-3D,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-3E,245,24.5,244.8,24.5,-0.2,0,PKSH-3E,3,sun compass orientation,770,245,24.5,0,0,no,302,7,2024,3,14,10,24,1,nan,244.8,[np.float64(358.6722216891781); np.float64(19.586698223040084); np.float64(43115.78904351702)],-1.327778311,-0.2,244.8,nan,PKSH-3E,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-3F,245,24.5,244.8,24.5,-0.2,0,PKSH-3F,3,sun compass orientation,770,245,24.5,0,0,no,302,7,2024,3,14,10,24,1,nan,244.8,[np.float64(358.6722216891781); np.float64(19.586698223040084); np.float64(43115.78904351702)],-1.327778311,-0.2,244.8,nan,PKSH-3F,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-3G,245,24.5,244.8,24.5,-0.2,0,PKSH-3G,3,sun compass orientation,770,245,24.5,0,0,no,302,7,2024,3,14,10,24,1,nan,244.8,[np.float64(358.6722216891781); np.float64(19.586698223040084); np.float64(43115.78904351702)],-1.327778311,-0.2,244.8,nan,PKSH-3G,,,,,,,,,,,,,,,,,,,,,,,
PKSI,PKSI-1A,310,25,316.7,25,6.7,0,PKSI-1A,1,sun compass orientation,553,310,25,0,0,yes,257,7,2024,3,15,13,51,1,nan,316.7,[np.float64(358.6633795473936); np.float64(19.75727562937614); np.float64(43143.4643751556)],-1.336620453,6.7,316.7,-1.3,PKSI-1A,,,,,,,,,,,,,,,,,,,,,,,
PKSI,PKSI-1B,310,25,316.7,25,6.7,0,PKSI-1B,1,sun compass orientation,553,310,25,0,0,yes,257,7,2024,3,15,13,51,1,nan,316.7,[np.float64(358.6633795473936); np.float64(19.75727562937614); np.float64(43143.4643751556)],-1.336620453,6.7,316.7,-1.3,PKSI-1B,,,,,,,,,,,,,,,,,,,,,,,
PKSI,PKSI-1C,310,25,316.7,25,6.7,0,PKSI-1C,1,sun compass orientation,553,310,25,0,0,yes,257,7,2024,3,15,13,51,1,nan,316.7,[np.float64(358.6633795473936); np.float64(19.75727562937614); np.float64(43143.4643751556)],-1.336620453,6.7,316.7,-1.3,PKSI-1C,,,,,,,,,,,,,,,,,,,,,,,
PKSI,PKSI-1D,310,25,316.7,25,6.7,0,PKSI-1D,1,sun compass orientation,553,310,25,0,0,yes,257,7,2024,3,15,13,51,1,nan,316.7,[np.float64(358.6633795473936); np.float64(19.75727562937614); np.float64(43143.4643751556)],-1.336620453,6.7,316.7,-1.3,PKSI-1D,,,,,,,,,,,,,,,,,,,,,,,
PKSI,PKSI-1E,310,25,316.7,25,6.7,0,PKSI-1E,1,sun compass orientation,553,310,25,0,0,yes,257,7,2024,3,15,13,51,1,nan,316.7,[np.float64(358.6633795473936); np.float64(19.75727562937614); np.float64(43143.4643751556)],-1.336620453,6.7,316.7,-1.3,PKSI-1E,,,,,,,,,,,,,,,,,,,,,,,
PKSI,PKSI-1F,310,25,316.7,25,6.7,0,PKSI-1F,1,sun compass orientation,553,310,25,0,0,yes,257,7,2024,3,15,13,51,1,nan,316.7,[np.float64(358.6633795473936); np.float64(19.75727562937614); np.float64(43143.4643751556)],-1.336620453,6.7,316.7,-1.3,PKSI-1F,,,,,,,,,,,,,,,,,,,,,,,
PKSI,PKSI-1G,310,25,316.7,25,6.7,0,PKSI-1G,1,sun compass orientation,553,310,25,0,0,yes,257,7,2024,3,15,13,51,1,nan,316.7,[np.float64(358.6633795473936); np.float64(19.75727562937614); np.float64(43143.4643751556)],-1.336620453,6.7,316.7,-1.3,PKSI-1G,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-1A,272.5,13,271.2,13,-1.3,0,PKSJ-1A,1,mag compass orientation (IGRF corrected),601,272.5,13,0,0,yes,nan,7,2024,3,15,14,57,1,nan,nan,[np.float64(358.65637804302565); np.float64(19.780439743801022); np.float64(43141.79573667064)],-1.343621957,insufficient data,271.2,-1.3,PKSJ-1A,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-1B,272.5,13,271.2,13,-1.3,0,PKSJ-1B,1,mag compass orientation (IGRF corrected),601,272.5,13,0,0,yes,nan,7,2024,3,15,14,57,1,nan,nan,[np.float64(358.65637804302565); np.float64(19.780439743801022); np.float64(43141.79573667064)],-1.343621957,insufficient data,271.2,-1.3,PKSJ-1B,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-1C,272.5,13,271.2,13,-1.3,0,PKSJ-1C,1,mag compass orientation (IGRF corrected),601,272.5,13,0,0,yes,nan,7,2024,3,15,14,57,1,nan,nan,[np.float64(358.65637804302565); np.float64(19.780439743801022); np.float64(43141.79573667064)],-1.343621957,insufficient data,271.2,-1.3,PKSJ-1C,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-1D,272.5,13,271.2,13,-1.3,0,PKSJ-1D,1,mag compass orientation (IGRF corrected),601,272.5,13,0,0,yes,nan,7,2024,3,15,14,57,1,nan,nan,[np.float64(358.65637804302565); np.float64(19.780439743801022); np.float64(43141.79573667064)],-1.343621957,insufficient data,271.2,-1.3,PKSJ-1D,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-1E,272.5,13,271.2,13,-1.3,0,PKSJ-1E,1,mag compass orientation (IGRF corrected),601,272.5,13,0,0,yes,nan,7,2024,3,15,14,57,1,nan,nan,[np.float64(358.65637804302565); np.float64(19.780439743801022); np.float64(43141.79573667064)],-1.343621957,insufficient data,271.2,-1.3,PKSJ-1E,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-2A,82,16,80.7,16,-1.3,0,PKSJ-2A,2,mag compass orientation (IGRF corrected),601,82,16,0,0,yes,nan,7,2024,3,15,15,1,1,nan,nan,[np.float64(358.656377595332); np.float64(19.78044064375259); np.float64(43141.79612208787)],-1.343622405,insufficient data,80.7,-1.3,PKSJ-2A,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-2B,82,16,80.7,16,-1.3,0,PKSJ-2B,2,mag compass orientation (IGRF corrected),601,82,16,0,0,yes,nan,7,2024,3,15,15,1,1,nan,nan,[np.float64(358.656377595332); np.float64(19.78044064375259); np.float64(43141.79612208787)],-1.343622405,insufficient data,80.7,-1.3,PKSJ-2B,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-2C,82,16,80.7,16,-1.3,0,PKSJ-2C,2,mag compass orientation (IGRF corrected),601,82,16,0,0,yes,nan,7,2024,3,15,15,1,1,nan,nan,[np.float64(358.656377595332); np.float64(19.78044064375259); np.float64(43141.79612208787)],-1.343622405,insufficient data,80.7,-1.3,PKSJ-2C,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-2D,82,16,80.7,16,-1.3,0,PKSJ-2D,2,mag compass orientation (IGRF corrected),601,82,16,0,0,yes,nan,7,2024,3,15,15,1,1,nan,nan,[np.float64(358.656377595332); np.float64(19.78044064375259); np.float64(43141.79612208787)],-1.343622405,insufficient data,80.7,-1.3,PKSJ-2D,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-2E,82,16,80.7,16,-1.3,0,PKSJ-2E,2,mag compass orientation (IGRF corrected),601,82,16,0,0,yes,nan,7,2024,3,15,15,1,1,nan,nan,[np.float64(358.656377595332); np.float64(19.78044064375259); np.float64(43141.79612208787)],-1.343622405,insufficient data,80.7,-1.3,PKSJ-2E,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-3A,50,11.5,48.7,11.5,-1.3,0,PKSJ-3A,3,mag compass orientation (IGRF corrected),601,50,11.5,0,0,yes,nan,7,2024,3,15,15,4,1,nan,nan,[np.float64(358.6563772595618); np.float64(19.780441318716225); np.float64(43141.796411150775)],-1.34362274,insufficient data,48.7,-1.3,PKSJ-3A,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-3B,50,11.5,48.7,11.5,-1.3,0,PKSJ-3B,3,mag compass orientation (IGRF corrected),601,50,11.5,0,0,yes,nan,7,2024,3,15,15,4,1,nan,nan,[np.float64(358.6563772595618); np.float64(19.780441318716225); np.float64(43141.796411150775)],-1.34362274,insufficient data,48.7,-1.3,PKSJ-3B,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-3C,50,11.5,48.7,11.5,-1.3,0,PKSJ-3C,3,mag compass orientation (IGRF corrected),601,50,11.5,0,0,yes,nan,7,2024,3,15,15,4,1,nan,nan,[np.float64(358.6563772595618); np.float64(19.780441318716225); np.float64(43141.796411150775)],-1.34362274,insufficient data,48.7,-1.3,PKSJ-3C,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-3D,50,11.5,48.7,11.5,-1.3,0,PKSJ-3D,3,mag compass orientation (IGRF corrected),601,50,11.5,0,0,yes,nan,7,2024,3,15,15,4,1,nan,nan,[np.float64(358.6563772595618); np.float64(19.780441318716225); np.float64(43141.796411150775)],-1.34362274,insufficient data,48.7,-1.3,PKSJ-3D,,,,,,,,,,,,,,,,,,,,,,,
PKSJ,PKSJ-3E,50,11.5,48.7,11.5,-1.3,0,PKSJ-3E,3,mag compass orientation (IGRF corrected),601,50,11.5,0,0,yes,nan,7,2024,3,15,15,4,1,nan,nan,[np.float64(358.6563772595618); np.float64(19.780441318716225); np.float64(43141.796411150775)],-1.34362274,insufficient data,48.7,-1.3,PKSJ-3E,,,,,,,,,,,,,,,,,,,,,,,
PKSK,PKSK-1A,93,28,91.7,28,-1.3,0,PKSK-1A,1,mag compass orientation (IGRF corrected),407,93,28,0,0,yes,nan,7,2024,3,15,15,40,1,nan,nan,[np.float64(358.6565155918202); np.float64(19.77766172209819); np.float64(43141.21355588642)],-1.343484408,insufficient data,91.7,-1.3,PKSK-1A,,,,,,,,,,,,,,,,,,,,,,,
PKSK,PKSK-1B,93,28,91.7,28,-1.3,0,PKSK-1B,1,mag compass orientation (IGRF corrected),407,93,28,0,0,yes,nan,7,2024,3,15,15,40,1,nan,nan,[np.float64(358.6565155918202); np.float64(19.77766172209819); np.float64(43141.21355588642)],-1.343484408,insufficient data,91.7,-1.3,PKSK-1B,,,,,,,,,,,,,,,,,,,,,,,
PKSK,PKSK-1C,93,28,91.7,28,-1.3,0,PKSK-1C,1,mag compass orientation (IGRF corrected),407,93,28,0,0,yes,nan,7,2024,3,15,15,40,1,nan,nan,[np.float64(358.6565155918202); np.float64(19.77766172209819); np.float64(43141.21355588642)],-1.343484408,insufficient data,91.7,-1.3,PKSK-1C,,,,,,,,,,,,,,,,,,,,,,,
PKSK,PKSK-1D,93,28,91.7,28,-1.3,0,PKSK-1D,1,mag compass orientation (IGRF corrected),407,93,28,0,0,yes,nan,7,2024,3,15,15,40,1,nan,nan,[np.float64(358.6565155918202); np.float64(19.77766172209819); np.float64(43141.21355588642)],-1.343484408,insufficient data,91.7,-1.3,PKSK-1D,,,,,,,,,,,,,,,,,,,,,,,
PKSK,PKSK-1E,93,28,91.7,28,-1.3,0,PKSK-1E,1,mag compass orientation (IGRF corrected),407,93,28,0,0,yes,nan,7,2024,3,15,15,40,1,nan,nan,[np.float64(358.6565155918202); np.float64(19.77766172209819); np.float64(43141.21355588642)],-1.343484408,insufficient data,91.7,-1.3,PKSK-1E,,,,,,,,,,,,,,,,,,,,,,,
PKSK,PKSK-2A,242,18,240.7,18,-1.3,0,PKSK-2A,2,mag compass orientation (IGRF corrected),407,242,18,0,0,yes,nan,7,2024,3,15,15,42,1,nan,nan,[np.float64(358.6565153679815); np.float64(19.77766217208389); np.float64(43141.2137485845)],-1.343484632,insufficient data,240.7,-1.3,PKSK-2A,,,,,,,,,,,,,,,,,,,,,,,
PKSK,PKSK-2B,242,18,240.7,18,-1.3,0,PKSK-2B,2,mag compass orientation (IGRF corrected),407,242,18,0,0,yes,nan,7,2024,3,15,15,42,1,nan,nan,[np.float64(358.6565153679815); np.float64(19.77766217208389); np.float64(43141.2137485845)],-1.343484632,insufficient data,240.7,-1.3,PKSK-2A,,,,,,,,,,,,,,,,,,,,,,,
PKSK,PKSK-2C,242,18,240.7,18,-1.3,0,PKSK-2C,2,mag compass orientation (IGRF corrected),407,242,18,0,0,yes,nan,7,2024,3,15,15,42,1,nan,nan,[np.float64(358.6565153679815); np.float64(19.77766217208389); np.float64(43141.2137485845)],-1.343484632,insufficient data,240.7,-1.3,PKSK-2A,,,,,,,,,,,,,,,,,,,,,,,
PKSK,PKSK-2D,242,18,240.7,18,-1.3,0,PKSK-2D,2,mag compass orientation (IGRF corrected),407,242,18,0,0,yes,nan,7,2024,3,15,15,42,1,nan,nan,[np.float64(358.6565153679815); np.float64(19.77766217208389); np.float64(43141.2137485845)],-1.343484632,insufficient data,240.7,-1.3,PKSK-2A,,,,,,,,,,,,,,,,,,,,,,,
PKSK,PKSK-2E,242,18,240.7,18,-1.3,0,PKSK-2E,2,mag compass orientation (IGRF corrected),407,242,18,0,0,yes,nan,7,2024,3,15,15,42,1,nan,nan,[np.float64(358.6565153679815); np.float64(19.77766217208389); np.float64(43141.2137485845)],-1.343484632,insufficient data,240.7,-1.3,PKSK-2A,,,,,,,,,,,,,,,,,,,,,,,
PKSK,PKSK-2F,242,18,240.7,18,-1.3,0,PKSK-2F,2,mag compass orientation (IGRF corrected),407,242,18,0,0,yes,nan,7,2024,3,15,15,42,1,nan,nan,[np.float64(358.6565153679815); np.float64(19.77766217208389); np.float64(43141.2137485845)],-1.343484632,insufficient data,240.7,-1.3,PKSK-2A,,,,,,,,,,,,,,,,,,,,,,,
WBEA,WBEA-1A,91,21,89.6,22,-1.4,1,WBEA-1A,1,mag compass orientation (IGRF corrected),1397,91,22,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,89.6,nan,WBEA-1A,1,mag compass orientation (IGRF corrected),1397,128,93,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,126.6,nan
WBEA,WBEA-1B,91,21,89.6,22,-1.4,1,WBEA-1B,1,mag compass orientation (IGRF corrected),1397,91,22,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,89.6,nan,WBEA-1B,1,mag compass orientation (IGRF corrected),1397,128,93,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,126.6,nan
WBEA,WBEA-1C,91,21,89.6,22,-1.4,1,WBEA-1C,1,mag compass orientation (IGRF corrected),1397,91,22,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,89.6,nan,WBEA-1C,1,mag compass orientation (IGRF corrected),1397,128,93,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,126.6,nan
WBEA,WBEA-1D,91,21,89.6,22,-1.4,1,WBEA-1D,1,mag compass orientation (IGRF corrected),1397,91,22,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,89.6,nan,WBEA-1D,1,mag compass orientation (IGRF corrected),1397,128,93,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,126.6,nan
WBEA,WBEA-1E,91,21,89.6,22,-1.4,1,WBEA-1E,1,mag compass orientation (IGRF corrected),1397,91,22,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,89.6,nan,WBEA-1E,1,mag compass orientation (IGRF corrected),1397,128,93,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,126.6,nan
WBEA,WBEA-1F,91,21,89.6,22,-1.4,1,WBEA-1F,1,mag compass orientation (IGRF corrected),1397,91,22,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,89.6,nan,WBEA-1F,1,mag compass orientation (IGRF corrected),1397,128,93,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,126.6,nan
WBEA,WBEA-1G,91,21,89.6,22,-1.4,1,WBEA-1G,1,mag compass orientation (IGRF corrected),1397,91,22,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,89.6,nan,WBEA-1G,1,mag compass orientation (IGRF corrected),1397,128,93,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,126.6,nan
WBEA,WBEA-1H,91,21,89.6,22,-1.4,1,WBEA-1H,1,mag compass orientation (IGRF corrected),1397,91,22,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,89.6,nan,WBEA-1H,1,mag compass orientation (IGRF corrected),1397,128,93,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,126.6,nan
WBEA,WBEA-1I,91,21,89.6,22,-1.4,1,WBEA-1I,1,mag compass orientation (IGRF corrected),1397,91,22,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,89.6,nan,WBEA-1I,1,mag compass orientation (IGRF corrected),1397,128,93,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,126.6,nan
WBEA,WBEA-1J,91,21,89.6,22,-1.4,1,WBEA-1J,1,mag compass orientation (IGRF corrected),1397,91,22,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,89.6,nan,WBEA-1J,1,mag compass orientation (IGRF corrected),1397,128,93,0,0,no,nan,7,2024,3,15,17,29,1,nan,nan,[np.float64(358.64590687291843); np.float64(19.840446129787107); np.float64(43146.84681196494)],-1.354093127,insufficient data,126.6,nan
WBEA,WBEA-2A,170,8,168.6,8,-1.4,0,WBEA-2A,2,mag compass orientation (IGRF corrected),1397,170,8,0,0,no,nan,7,2024,3,15,17,42,1,nan,nan,[np.float64(358.64590541022636); np.float64(19.84044904732128); np.float64(43146.84806297659)],-1.35409459,insufficient data,168.6,nan,WBEA-2A,2,mag compass orientation (IGRF corrected),1397,215,84,0,0,no,nan,7,2024,3,15,17,42,1,nan,nan,[np.float64(358.64590541022636); np.float64(19.84044904732128); np.float64(43146.84806297659)],-1.35409459,insufficient data,213.6,nan
